	InsDel1a	InsDel1b	InsDel1c	InsDel1d	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4a	InsDel4b	InsDel5a	InsDel5b	InsDel6	InsDel7	InsDel8	InsDel9	InsDel11	InsDel12	InsDel13	InsDel14	InsDel15	InsDel16	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel19c	InsDel_A¦Á	InsDel_A¦Â	InsDel_B	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_J	InsDel_K¦Â	InsDel_N	InsDel_O
A[Del(T):R7]G	0.000582019	0.01156895	0.004409399	0.006128414	0.00751749	0.02989213	0.01002374	0.00124728	0.001132018	0.001666288	0.00246913	0.00110481	0.000835304	0.001516006	0.022470415	0.000547322	0.004106797	0.00097617	0.000350597	0.001470185	0.0020856	0.001371178	0	0.000212406	0.006171772	0.000427928	0.000203402	0.00113807	0.000480039	0.000620955	0.001161835	0.003762653	0.001047187	0.00085553	0.001098397	0.001359765	0.010014265	0.033493376	0.010702689	0.000895067
A[Del(T):R8]A	0.002517258	0.02065158	0.002576918	0.007036241	0.018346308	0.0300987	0.01576694	0.00018992	0.001355855	0.004647488	0.00147769	0.00036755	0.000677856	0.000608968	0.034691451	0.001139656	0.002925329	0.00265752	0.000593026	0.003429605	0.00736477	0	0	1.01093807676408e-05	0.003055584	0.000814003	0.000280571	0.00245728	0.001628697	0.00093982	0.00019068	0.007079553	0.001315135	0.00156329	0.00078862	0.000845694	0.018334055	0.024036741	0.020591943	0.003550072
A[Del(T):R8]C	0.002178327	0.00879962	0.010269096	0.009343018	0.0135628	0.00993649	0.03784164	0.00059812	0.000727993	0.003008755	0.00210766	0.00057635	0.000746682	0.00141303	0.013753379	0.000480378	0.004225898	0.00226626	0.000441419	0.001715925	0.00452981	0	0	0.000403064	0.001457887	0.000855061	0.000362005	0.00255486	0.002444115	0.002161691	0.000403905	0.00598558	0.002082818	0.00281296	0.001473918	0.000990603	0.00948426	0.00514424	0.016020071	0.0021718
A[Del(T):R8]G	0.000952336	0.00306793	0.002217266	0.003416911	0.007693905	0.01016422	0.01018515	0.00025761	0.000823598	0.001137403	0.00084789	0.00038062	0.00039395	0.000736234	0.023354198	0.000584982	0.001540899	0.00174705	0.001045614	0.001350185	0.00157878	0	0	9.18041064304678e-06	0.001994906	0.00032915	0.000147706	0.00176456	0.00078563	0.000799307	0.00021485	0.002537633	0.000754324	0.00095278	0.001267866	0.00088164	0.01359414	0.004530331	0.014402686	0.001802244
"A[Del(T):R(9,)]A"	0.003056028	0.00571199	0.000820782	0.002726921	0.06161703	0.01376724	0.03734348	8.947e-05	0.000848528	0.011140383	6.91e-05	1e-08	0.000281719	0.003096277	0.046789357	0.000995225	0.002092311	0.00567575	0.001129449	0.003750245	0.01167535	0	0	0.000822466	0.002418402	0.003068096	0.000965089	0.01141435	0.00471893	0.002975621	0.00058082	0.00565227	0.002677764	0.0034609	0.004646317	0.004032194	0.062933835	0.006078529	0.065019789	0.014457255
"A[Del(T):R(9,)]C"	0.006512338	0.00206603	0.001703672	0.004419582	0.06146573	0.00421109	0.05762757	0.00019508	0.00129127	0.010265218	0.0003304	7.834e-05	0.000177226	0.003046647	0.018442438	0.000614761	0.00193049	0.00534499	0.000621494	0.002458675	0.01241126	0	0	0.000583666	0.003659449	0.002643452	0.001434125	0.01017705	0.003023064	0.003657119	0.00020274	0.00808517	0.001228378	0.00675244	0.00680324	0.001382729	0.047282535	0.002173521	0.05439553	0.014138801
"A[Del(T):R(9,)]G"	0.00154608	0.00078958	0.000596017	0.000566379	0.027486928	0.00361371	0.02133561	1.976e-05	0.000407259	0.002971005	8.049e-05	3.95e-06	7.54348167717792e-05	0.001386219	0.029733819	0.000360254	0.000213751	0.00275253	0.000362764	0.001025535	0.00403198	0	0	0.000397599	0.000951058	0.001520396	0.000446096	0.00378322	0.002642794	0.001141316	0.000411955	0.003109305	0.002881886	0.00355501	0.002381618	0.001706619	0.041759775	0.002567949	0.040251399	0.007014713
C[Del(T):R1]A	0.000982387	6.191e-05	0.000638455	0.001928705	0.000852525	3.899e-05	9.918e-05	0.00865702	0.007876469	0.003023125	0.00392947	0.00772709	0.007526084	0.00223134	0.000164593	0.005267672	0.007506934	0.00028924	0.003379317	0.009235855	0.00137851	0.000685589	0	0.004277306	0.000599532	0.00410888	0.003495724	0.00299177	0.004209274	0.00219269	0.00701373	0.002420325	0.001138995	7.07e-06	0.002631834	0.001512641	9.083e-05	7.40956968690155e-05	7.8132332914729e-05	0.000436224
C[Del(T):R1]C	0.000508172	0.00011921	0.001289537	0.0010469	0.00075784	5.731e-05	0.00027514	0.00766028	0.002833378	0.002084225	0.0040037	0.00681386	0.005906085	0.002507009	0.000207538	0.004246938	0.008797211	0.00027646	0.00368814	0.00245816	0.00215602	0.004387769	0	0.001043889	0.000963506	0.00441137	0.003628386	0.00235782	0.008451349	0.001072124	0.00838426	0.003362375	0.004621728	0.00119228	0.001125296	0.003379072	0.00012584	0.000127032	0.000271012	0.000487234
C[Del(T):R1]G	0.001212887	1.316e-05	0.000290526	0.002386359	0.000375643	4.79e-06	0.00011316	0.01213471	0.006078321	0.0028875	0.00690125	0.00930424	0.011036412	0.00168936	0.000163729	0.004569974	0.008426564	0.00050317	0.005272315	0.002763195	0.00152257	0.005896065	0	0.002192042	0.000224056	0.005389705	0.004628566	0.00187932	0.006189764	0.002047112	0.011356255	0.001573735	0.001255534	0.00032315	0.00167102	0.001793977	3.2835e-05	1.96933638774341e-05	0.000100321	0.000579623
C[Del(T):R2]A	0.000378236	0.00023539	0.000164586	0.001860026	0.000823623	0.00010513	0.00013536	0.00648497	0.007118949	0.002170518	0.00195432	0.00596522	0.005475601	0.001061841	0.000194137	0.002020758	0.004217146	7.656e-05	0.001378627	0.024685805	0.00131952	0.003427945	0	0.000193772	0.001069621	0.002506294	0.001449729	0.002616	0.00299611	0.001134899	0.007025875	0.00204659	0.00235878	0	0.001667541	0.001770919	0.00013884	0.000483727	3.96416327708597e-05	0.000247714
C[Del(T):R2]C	0.000549964	0.00047138	0.000311371	0.001063348	0.000629468	0.00020857	0.00027224	0.00677812	0.004821513	0.001797433	0.00311474	0.00762889	0.005667706	0.001248742	0.000239994	0.002852721	0.004327855	8.988e-05	0.001988334	0.00276034	0.00047012	0.017276841	0	0.000891647	0.002066895	0.002865733	0.002091541	0.00219178	0.002235481	0.000772487	0.00750785	0.00069891	0.002421856	0	0.001917013	0.001408927	0.000113185	0.000598254	5.62383958577898e-05	0.000274999
C[Del(T):R2]G	0.000275776	0.00016589	0.000312023	0.001203086	0.000421003	0.00023737	9.34e-05	0.00605983	0.008259009	0.001390375	0.00217043	0.00535164	0.005136207	0.000871064	0.000150079	0.002145404	0.004098657	5.538e-05	0.001294268	0.00075889	0.00075781	0.014123132	0	0.000648749	0.000258384	0.00235652	0.001805953	0.00125557	0.003669245	0.000562562	0.006217625	0.00114524	0.001037155	0.00071202	0.001015558	0.00035454	6.281e-05	0.000523238	7.09501462822916e-05	0.00017918
C[Del(T):R3]A	0.000615156	0.00072822	0.000710721	0.001604203	0.001035603	0.00043681	0.00015429	0.00576805	0.004066425	0.001202995	0.00216183	0.00778099	0.004494663	0.002651237	0.000291422	0.002390048	0.009520335	0.00022886	0.00131114	0.006689475	0.00167266	0.008364185	0	0.000645962	0.001646528	0.002251757	0.001625508	0.0020612	0.002304459	0.001225437	0.00515917	0.002537418	0.000821994	0.00085781	0.003133102	0.001904955	0.000243715	0.001300043	6.85827381680039e-05	0.000313425
C[Del(T):R3]C	0.000492354	0.00059617	0.000455711	0.00154864	0.001185243	0.00038301	0.00034747	0.0059269	0.001901018	0.001777598	0.0026185	0.00898033	0.00437795	0.001393267	0.000320073	0.002493212	0.006327692	4.955e-05	0.001547581	0.001215525	0.00103837	0.015357192	0	0.000192406	0.001338528	0.003792945	0.002345301	0.00243084	0.001467225	0.001128509	0.005095415	0.000965065	0.001632088	0.00013159	0.001967342	0.000704956	0.000184575	0.000936565	5.23032025249595e-05	0.000393246
C[Del(T):R3]G	0.000325906	0.00026518	0.000508585	0.002440052	0.001246858	0.00030597	8.547e-05	0.0051698	0.00466908	0.001513053	0.00426066	0.00793451	0.004001408	0.002779206	0.000240217	0.002546021	0.010261582	0.00024319	0.000520787	0.00151561	0.00085401	0.02413273	0	0.00064006	0.000711553	0.002187934	0.00181913	0.00147521	0.003081673	0.000737742	0.00490994	0.001112545	0.001517015	3.613e-05	0.002766772	0.001084053	0.000115315	0.000603197	5.03290515725137e-05	0.000356659
C[Del(T):R4]A	0.000486699	0.00167443	0.001858944	0.002051265	0.00142184	0.00449929	0.00080565	0.0057722	0.003887991	0.001512328	0.00250355	0.00637892	0.004876227	0.002313921	0.001954565	0.002294626	0.012612555	0.00038614	0.005912249	0.01251785	0.001289	0.006581654	0	8.90718413581325e-06	0.00045775	0.001784458	0.001457811	0.0018904	0.0021471	0.000778125	0.0032842	0.002480525	0.001156318	0.00043987	0.000935695	0.002168669	0.001026745	0.006394512	0.000683692	0.000443375
C[Del(T):R4]C	0.000622881	0.0013857	0.001568323	0.001612482	0.00112834	0.00227059	0.00140809	0.00399109	0.002995198	0.001115495	0.00258818	0.00680832	0.003728548	0.001568124	0.0022725	0.001490181	0.007539268	0.00017414	0.001815958	0.001377595	0.00125522	0.022075963	0	0.000414594	0.000598317	0.002497619	0.002009703	0.00114532	0.001881252	0.002636494	0.00255877	0.000996138	0.000813185	0.00083936	0.001657475	0.00077666	0.001124725	0.003136936	0.000757244	0.000336768
C[Del(T):R4]G	0.000407304	0.00050369	0.001706142	0.001992757	0.001190658	0.00196989	0.00057584	0.00443857	0.005977974	0.001108038	0.00172854	0.00628547	0.004286438	0.002677146	0.001592838	0.001645363	0.014013757	9.598e-05	0.002374053	0.00124099	0.00063658	0.018099548	0	1.01093807676408e-05	0.000932696	0.001833118	0.001249578	0.00094964	0.003831785	0.000654937	0.002343365	0.001471603	0.000764963	0.00059211	0.000543019	0.001469103	0.00095981	0.002133042	0.000412065	0.000405559
C[Del(T):R5]A	0.00023192	0.00252555	0.001723473	0.002327365	0.001508758	0.00562898	0.00174646	0.00319874	0.003177769	0.001403985	0.00162056	0.0036887	0.00356389	0.001590935	0.004879983	0.001198173	0.006910839	0.00039267	0.001132633	0.004547015	0.00075782	0.00493624	0	0.000209619	0.00060869	0.001155158	0.001304709	0.00072329	0.00060214	0.000664463	0.001544335	0.001826245	0.001865102	0.00026208	0.001836306	0.000801546	0.002285235	0.006797703	0.00192879	0.000291084
C[Del(T):R5]C	0.000651182	0.00150192	0.002320352	0.001619366	0.000796595	0.00241492	0.00459255	0.00405058	0.002009084	0.000442508	0.0017985	0.00345711	0.003436681	0.001174604	0.005391813	0.000703631	0.004289348	0.0004105	0.004158074	0.001167735	6.592e-05	0.021116139	0	8.30608581989947e-06	0.000594189	0.001103959	0.000539503	0.00076424	0.000933257	0.00054493	0.00118157	0.000694043	0.000362742	0.00088145	0.000656578	0.001997515	0.00269821	0.00247285	0.001588891	0.00037264
C[Del(T):R5]G	0.00019674	0.00044724	0.000515029	0.001114948	0.00077202	0.00172612	0.00154845	0.00351328	0.003352621	0.000661468	0.00074601	0.0031698	0.002633811	0.001160229	0.003843801	0.00079679	0.005700696	0.00020205	0.000981264	0.000684255	0.00072227	0.013437543	0	8.08750461411264e-06	0.000294237	0.000801219	0.000499548	0.00018922	0.001049918	0.000315005	0.00148818	0.001127155	0.000366088	0.00056772	0.001443167	0.002046583	0.00178089	0.001686722	0.001428272	0.000226468
C[Del(T):R6]A	0.000705972	0.00808953	0.002394583	0.003751663	0.002543425	0.01057292	0.00340957	0.00153036	0.002185976	0.001056673	0.00097184	0.00177119	0.001616937	0.000591165	0.008893139	0.000869074	0.004963219	0.00061758	0.000469222	0.0024405	0.00152662	0.005073358	0	1.49728125963977e-05	0.000544741	0.000655208	0.000531639	0.00091749	0.001516027	0.000816592	0.00045836	0.002436603	0.001248744	2.525e-05	0.002173263	0.002234187	0.004044545	0.013577958	0.003781561	0.00045358
C[Del(T):R6]C	0.000611913	0.00338145	0.001824542	0.003482558	0.00196369	0.00507648	0.00890331	0.00158868	0.002072818	0.000980343	0.00301301	0.00161619	0.00209254	0.000499709	0.003363254	0.000677561	0.004540961	0.00030639	0.001226021	0.000877755	0.00054656	0.00863842	0	6.93995328373179e-06	0.000683112	0.000591439	0.000430132	0.00059058	0.000743282	0.000612764	0.000859605	0.0013032	0.000632719	0.00056208	0.000771907	0.001903127	0.001777545	0.005195852	0.001968624	0.000512525
C[Del(T):R6]G	0.000154403	0.00141946	0.000679954	0.001983349	0.001362283	0.00423988	0.00159306	0.00161201	0.001776916	0.00058976	0.00071031	0.00169465	0.001589539	0.000719097	0.004609101	0.000633467	0.005132784	0.0001601	0.001531137	0.00056914	0.00064058	0.006307418	0	0.000447928	0.000221608	0.000522159	0.000601226	0.00083792	0.000849886	0.000599333	0.00058325	0.001509903	0.000191317	4.14e-06	0.000398458	0.001315711	0.001942925	0.004579604	0.001630409	0.000284496
C[Del(T):R7]A	0.001073926	0.01878299	0.002589371	0.003934811	0.00592265	0.01388201	0.00684186	0.00115865	0.001086485	0.001602643	0.00128497	0.00059256	0.001124455	0.000613434	0.019606893	0.000634172	0.002268249	0.00144583	0.000454774	0.00141462	0.00308756	0.001508296	0	0.00021104	0.000452259	0.000328866	5.9345e-05	0.00079145	0.000886297	0.000827063	0.000357895	0.004331658	0.000900076	0.00101278	0.00177574	0.000935301	0.008408495	0.011535041	0.010359486	0.001457763
C[Del(T):R7]C	0.00046091	0.00665722	0.011117784	0.005886217	0.005753085	0.01011343	0.04331156	0.00146781	0.001344006	0.001196458	0.00137183	0.00099487	0.001427183	0.000343326	0.012857562	0.000664774	0.004485113	0.00097792	0.000780373	0.000776765	0.0016858	0.00370218	0	7.15853448951862e-06	0.000513889	0.000739391	0.000375304	0.0020646	0.002092582	0.001265363	0.00034088	0.002607455	0.000572723	0.00106934	0.001516132	0.001612559	0.007803955	0.008271681	0.012116975	0.000616621
C[Del(T):R7]G	0.000391859	0.00411765	0.0012497	0.004510431	0.003832208	0.01154212	0.00876178	0.00090657	0.00097905	0.000919318	0.00158811	0.00072174	0.001052365	0.000600174	0.023083624	0.000586362	0.003255788	0.00077016	0.000615268	0.001127005	0.00128245	0.001645413	0	2.76505225320338e-05	0.000189818	0.000403261	0.000345928	0.00077059	0.000625978	0.000309645	0.0008446	0.002295235	0.000677807	0.00013673	0.00128482	0.001532793	0.010728185	0.008882814	0.010403835	0.000456521
C[Del(T):R8]A	0.000562653	0.00677234	0.002877131	0.004540338	0.00994109	0.00957792	0.01142392	0.00052224	0.00061969	0.002110308	0.00128771	0.00017421	0.000593893	0.000802708	0.033088955	0.000288557	0.000897587	0.00163167	0.000508573	0.001860655	0.0047054	0	0	0.000199947	0.000625211	0.000459796	0.000126061	0.00171653	0.002587311	0.0005863	0.00021211	0.005029215	0.001200592	0.00205323	0.000484595	0.001560585	0.016111735	0.001686114	0.018692948	0.001842739
C[Del(T):R8]C	0.000617264	0.00229221	0.00581638	0.005188634	0.009013273	0.00452715	0.04902857	0.00051671	0.000638546	0.001702573	0.00102256	0.00035842	0.000710026	0.000307846	0.020514198	0.000442462	0.002352758	0.00132547	0.000626817	0.00095212	0.00195402	0	0	9.07112004015337e-06	0.00064631	0.000339414	0.000120199	0.00091754	0.000514178	0.000574655	0.00016226	0.003405395	0.00035517	2.002e-05	0.00081031	0.000800187	0.014712095	0.000577688	0.022052602	0.001085388
C[Del(T):R8]G	0.000227334	0.00025307	0.00070466	0.002726833	0.006569485	0.00156108	0.01186632	7.175e-05	0.000523863	0.001467045	0.00127716	6.663e-05	0.000337927	0.000224703	0.038334302	0.00038999	0.000464541	0.00110049	0.001004837	0.00115439	0.00083258	0	0	0.000226341	0.000297509	0.000199556	5.14725e-05	0.00068616	0.000779528	0.000438918	4.2475e-05	0.001917518	0.001716998	2.559e-05	0.000423597	0.000622191	0.019530775	0.000563982	0.017520744	0.00087061
"C[Del(T):R(9,)]A"	0.002600124	0.00296772	0.000469721	0.001237276	0.030492198	0.00322931	0.0202153	7.35e-06	0.000438624	0.004469603	0.0001234	1.73e-06	0.00017811	0.001359748	0.035114172	0.000645575	0.000351816	0.00277162	0.000756182	0.00115535	0.00673432	0	0	0.000837057	0.001251942	0.002563853	0.00129492	0.00577172	0.005156705	0.001980793	0.000116695	0.00642962	0.002030369	0.00292316	0.000517246	0.001659237	0.03896034	0.00094313	0.0385422	0.0074933
"C[Del(T):R(9,)]C"	0.00205706	0.00025657	0.002655576	0.004474216	0.047860773	0.00156998	0.07756382	0.00011637	0.000702665	0.004899315	2.07e-06	1.551e-05	0.000267195	0.000553586	0.026566038	0.000970556	0.000238371	0.00434997	0.000506292	0.000311885	0.00600196	0	0	0.000189565	0.000787544	0.00109316	0.000541201	0.0063727	0.001472367	0.00331451	3.7925e-05	0.006272398	0.000872594	0.00302823	0.003906528	0.001801428	0.056778605	0.000603478	0.061361816	0.007732881
"C[Del(T):R(9,)]G"	0.000197493	4.933e-05	0.000172456	0.001558889	0.018287705	0	0.01982245	2e-08	0.000234821	0.004244358	9.018e-05	6e-08	9.10786927245907e-05	0.000525635	0.049454742	0.000459342	0.000100624	0.00210174	0.000250888	0.00026042	0.00192102	0	0	0.00039208	0.000444757	0.00286999	0.000856409	0.00254146	0.000790566	0.000959816	0.000138525	0.001121505	0.002685903	0.00238391	0.000827154	0.000693333	0.04722831	0.000419751	0.038658954	0.001864997
G[Del(T):R1]A	0.000498562	0.00015562	0.0005982	0.000806462	9.30975e-05	6.67e-06	2.353e-05	0.00420945	0.002864921	0.001176543	0.00187572	0.00567991	0.003245241	0.001140758	7.5138125e-05	0.002151114	0.005772014	0.00022201	0.002726694	0.00249463	0.00121153	0.00123406	0	0.002280239	0.000389273	0.002039961	0.001600599	0.00116104	0.001595317	0.000812125	0.005135745	0.002088478	0.001151432	0	0.000711513	0.000806608	2.602e-05	4.147612661439e-05	2.14325153203781e-05	0.000257128
G[Del(T):R1]C	0.000412424	0.00017145	0.000939329	0.001300233	0.00100512	1.683e-05	0.00011324	0.00297935	0.00126532	0.000671265	0.00131648	0.00556176	0.002550188	0.001711191	6.4315e-05	0.002826732	0.005733519	3.527e-05	0.000970761	0.00140543	0.00087462	0.001645413	0	0.000649077	0.001126161	0.001207337	0.000810943	0.00114217	0.002583076	0.000606761	0.00513134	0.003121993	0.000769361	9.611e-05	0.002149632	0.001054856	8.895e-06	3.51455599206147e-05	4.4988619314702e-05	0.000240573
G[Del(T):R1]G	0.00081513	0.00041178	0.000437919	0.001106182	0.000877405	5.638e-05	0.00011019	0.00497837	0.00232469	0.001361588	0.00462767	0.00513289	0.003467251	0.001703622	0.000136125	0.002992984	0.006982985	0.00023545	0.001779364	0.00178909	0.00196436	0.003976416	0	0.001318263	0.000272087	0.003598952	0.002067381	0.0006987	0.002998615	0.000970621	0.00647925	0.002122915	0.001812448	0.00011072	0.001002113	0.001612512	0.00024309	6.42256261370949e-05	0.000219017	0.000438285
G[Del(T):R2]A	0.000216587	0.00020403	0.000448624	0.0008542	0.001162493	0.00016984	0.00031876	0.00504935	0.001297528	0.001172653	0.00223907	0.00490601	0.003560886	0.000653603	0.000181824	0.001010612	0.003432435	9.086e-05	0.004195905	0.095131145	0.00286901	0.003427945	0	0.001801164	0.002632949	0.000822783	0.001416168	0.00233301	0.004939972	0.000780574	0.00401261	0.008270263	0.00163828	0.00039773	0.001551065	0.001825752	8.995e-06	0.000235681	5.90672257086385e-05	0.000161914
G[Del(T):R2]C	8.5564375e-05	0.00016125	0.000726949	0.000588925	0.00069931	5.542e-05	0.00036927	0.0031761	0.000662805	0.000577165	0.00052243	0.00493595	0.002467847	0.000722541	7.7293125e-05	0.001673555	0.002766976	5.107e-05	0.001611313	0.001874095	0.00039797	0.010832305	0	1.02186713705342e-05	0.000758695	0.000780914	0.000725674	0.00102581	0.001118547	0.001238063	0.00502241	0.001961078	0.000997738	0.00030487	0.000658057	0.000929396	1.9965e-05	0.000142141	2.56403669520854e-05	0.000127317
G[Del(T):R2]G	0.000277331	4.86e-05	0.000390333	0.00061187	0.000621085	4.108e-05	0.00031771	0.00380877	0.003967036	0.000542905	0.00102178	0.00414244	0.002607249	0.000658727	7.20015625e-05	0.00106909	0.003629521	5.045e-05	0.00091487	0.002019835	0.00034934	0.012340601	0	0.00065405	0.00090741	0.001545214	0.001454849	0.00070711	0.001810171	0.000836401	0.005271295	0.0029263	0.000548185	0.00020111	0.000920943	0.001097269	2.5515e-05	2.96725823109715e-05	5.16110699201179e-05	0.000138987
G[Del(T):R3]A	0.000432218	0.00249321	0.001194774	0.001581037	0.000705113	0.0027712	0.0010601	0.0038035	0.001184741	0.000907578	0.00162832	0.00546616	0.003154922	0.002086647	0.000182048	0.00164514	0.005369314	4.116e-05	0.001468213	0.00385765	0.00113895	0.004113534	0	4.37162411573656e-06	0.001819966	0.001009398	0.000874478	0.00104391	0.001134765	0.00051664	0.00367717	0.001603755	0.000995005	2.91e-06	0.00097264	0.001329115	0.00012546	0.005164417	8.52319355431796e-05	0.00026791
G[Del(T):R3]C	0.000206263	0.00228758	0.000976297	0.001372586	0.00082405	0.003632	0.00485096	0.00429992	0.000920619	0.000728503	0.00242574	0.0064632	0.002924322	0.001024927	0.000275698	0.001500814	0.003794684	5.146e-05	0.002825072	0.00170708	0.00056869	0.012751954	0	0.000214483	0.001717	0.000817383	0.000963029	0.00057983	0.001120829	0.000762547	0.003561105	0.000889345	0.000534575	0.00024459	0.002401789	0.000704065	0.000118045	0.005406132	0.000115724	0.000169836
G[Del(T):R3]G	0.000181951	0.00110956	0.000464564	0.00206044	0.000636708	0.00181854	0.00157474	0.00332999	0.001935635	0.000908473	0.00137445	0.00530951	0.002979941	0.001258293	0.000223918	0.001740279	0.005999639	5.9e-05	0.001397779	0.00130442	0.00043552	0.017413959	0	1.33880988544432e-05	0.000864157	0.001204574	0.001127053	0.00096254	0.000587233	0.000616875	0.004308225	0.000500443	0.000969063	0	0.000707621	0.001009115	0.000116085	0.0030915	0.000191868	0.000192757
G[Del(T):R4]A	0.000305782	0.00374901	0.000905014	0.002749866	0.001316053	0.01244016	0.00825927	0.00403448	0.001510498	0.001014585	0.00120174	0.00484476	0.003427903	0.002607796	0.000882891	0.001277412	0.009599318	0.00014555	0.001223312	0.007501425	0.00106483	0.008364185	0	8.74324823147313e-06	0.000534548	0.00220741	0.001398622	0.00036548	0.000859587	0.001536704	0.002140395	0.001138885	0.000823451	0.00035969	0.000616486	0.00438336	0.00076048	0.016558704	0.001048033	0.000264726
G[Del(T):R4]C	0.000291695	0.00228095	0.001529546	0.001768026	0.001767765	0.00627731	0.00573241	0.00252041	0.000855143	0.000658233	0.00058351	0.00476677	0.002281043	0.001469592	0.000744713	0.000989422	0.005696651	0.00012049	0.004599778	0.00147454	0.00034739	0.016179899	0	6.55743617360484e-06	0.000384082	0.001401268	0.000863395	0.00034226	0.001055899	0.00108395	0.002214765	0.001980173	0.000264297	3.667e-05	0.001090945	0.003126934	0.00068363	0.007910433	0.000894425	0.000264895
G[Del(T):R4]G	0.000219907	0.00132821	0.000594165	0.001858365	0.001109825	0.00565819	0.00838185	0.00251849	0.002474056	0.001260028	0.00147182	0.00513294	0.002809489	0.003431473	0.000770314	0.00174924	0.010847423	0.00013735	0.0008394	0.00144867	0.00157085	0.014945838	0	8.63395762857971e-06	0.000655016	0.001755078	0.001499484	0.00058507	0.000993055	0.000437267	0.00189364	0.002295065	0.000447532	0.00053579	0.001216421	0.003516952	0.0005778	0.006864969	0.000844086	0.000324207
G[Del(T):R5]A	0.000380456	0.00453995	0.002119085	0.002547559	0.002341353	0.02006999	0.0176459	0.00385642	0.001373019	0.001033983	0.00103386	0.00365612	0.003213673	0.00147317	0.002923563	0.001473729	0.009287772	0.00056765	0.00131095	0.003073135	0.00114665	0.004113534	0	0.000204155	0.001161698	0.001725515	0.001103508	0.00116786	0.00084675	0.001003915	0.001308475	0.00175155	0.000758	0.00059743	0.001244325	0.001022331	0.00249955	0.023951278	0.002615633	0.000392362
G[Del(T):R5]C	0.000300188	0.0021936	0.002482477	0.001432322	0.002035745	0.00579645	0.00984408	0.00318166	0.001019741	0.0005871	0.0013409	0.00252357	0.002430003	0.001591525	0.001841932	0.000579999	0.004506224	0.00057213	0.000864826	0.0007855	0.00066406	0.013300425	0	6.50279087215814e-06	0.000673747	0.001218068	0.00054304	0.00121487	0.001410876	0.000930775	0.000835635	0.00064575	0.00046166	0.00032271	0.000652254	0.001072712	0.00139674	0.006683379	0.001811268	0.000264421
G[Del(T):R5]G	0.000263136	0.001588	0.001966674	0.002318112	0.002014548	0.00740375	0.0064117	0.00230341	0.001847673	0.00101596	0.00193397	0.00270347	0.002107445	0.002108477	0.003271981	0.000978091	0.008734524	0.00061702	0.003319673	0.001038625	0.00059503	0.012066365	0	0.00042902	0.000265715	0.001315529	0.000925158	0.00072026	0.000502392	0.000860362	0.000668955	0.001157095	0.000440845	0.00042471	0.000794211	0.001391493	0.00169168	0.008066842	0.001612851	0.000381812
G[Del(T):R6]A	0.000303939	0.0030369	0.001902747	0.001912634	0.00242404	0.01352253	0.01693569	0.00128493	0.000671904	0.00060233	0.00120575	0.00091144	0.001309471	0.00050696	0.00535274	0.000789561	0.00370028	0.000408	0.000666168	0.001751285	0.00015556	0.00246812	0	1.10383508922348e-05	0.000179654	0.000529811	0.000365033	0.00034706	0.000259475	0.000497175	0.00053226	0.00089306	0.000215094	0.00103522	0.000485158	0.001440983	0.00400092	0.014763973	0.004103565	0.000314311
G[Del(T):R6]C	0.000686555	0.00196122	0.001977709	0.002063783	0.001546803	0.005302	0.00873401	0.00190911	0.000602436	0.000671498	0.00042881	0.00099278	0.001316488	0.000347666	0.002029738	0.000290547	0.002809084	0.00028649	0.002522999	0.000626545	0.00034785	0.005896065	0	0.000218909	0.000128867	0.000710169	0.000340537	0.00049803	0.000230743	0.000778355	0.00025372	0.000809798	0.000503552	0.00036246	0.000370996	0.002382143	0.001508645	0.005617318	0.001702003	0.000513916
G[Del(T):R6]G	0.000502163	0.00232903	0.001830551	0.002042753	0.002167983	0.00957516	0.01238808	0.00183863	0.000800155	0.000888478	0.0012482	0.00127256	0.001367252	0.000766269	0.002286299	0.000659544	0.005700601	0.00032182	0.000709369	0.000629785	0.00037906	0.005621829	0	0.000218909	0.000609035	0.000931732	0.000643194	0.00103071	0.000568139	0.001562269	0.000591065	0.001192833	0.000644949	0.00054133	0.000717476	0.000809888	0.001807675	0.010395539	0.001721533	0.000430115
G[Del(T):R7]A	0.000260129	0.00338348	0.002592989	0.002009227	0.00239052	0.00799857	0.02040938	0.00090674	0.000327979	0.00053686	0.00045083	0.00053108	0.000697472	0.000745428	0.008352268	0.000503327	0.00141016	0.00039111	0.000866917	0.000822355	8.656e-05	0.000548471	0	8.57931232713301e-06	0.000517327	0.000619911	0.000333362	0.00049149	0.0008976	0.000620651	0.00014626	0.001381713	0.000408315	0.00044687	0.000530419	0.000781206	0.00540865	0.006195676	0.006652477	0.000473434
G[Del(T):R7]C	0.000633986	0.00240683	0.00275294	0.003009718	0.003428875	0.00574547	0.01992817	0.00109142	0.000418641	0.00054914	0.00127965	0.0006259	0.001050538	0.00091577	0.007226811	0.000210447	0.002471491	0.00048245	0.000500731	0.000698085	0.00104454	0.00246812	0	6.93995328373179e-06	0.000537055	0.00042673	0.000272006	0.00086031	0.000317818	0.000845557	0.000132615	0.001655258	0.001100355	0.00010987	0.001117834	0.000595243	0.003949295	0.004488278	0.005138609	0.000509465
